Naam,Productcode,Type,Attributen,Barcode,EAN,Tags,Lengte,Breedte,Hoogte,Gewicht,Leverancier,Leverancier productcode,Afbeelding,Extern product,Inkoopbaar,Ongelimiteerde voorraad,Vrije voorraad,Totale voorraad,Minimale voorraad,Voorraad aanvullen tot,Inkoop veelvoud,Inkoopprijs,Verkoopprijs,Belastingspercentage,Voorraadwaarde,Backorders toestaan,Voorraad bijwerken in verkoopplatformen,Korte leverperiode,Lange leverperiode,Voorraadlocatie (hoogste prioriteit),HS-code,Land van oorsprong,Douane - Productbeschrijving (Engels),Cantastic,Cantastic TEST
Loop Colors Metallic 600ml,8021025004400,Normaal,Color: LP-440 GOLD,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/993429eda6c2dc4eaf24ad9b1ca1a0/original.jpg,0,1,0,5,5,0,10,1,0.00,4.75,,0,0,1,,,K1A22,,,,1,0
Loop Colors Fluorescent 400ml,8021025004097,Normaal,Color: LP-409 FLUO BLUE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f5e9e8dafd0b5777fd7e06b9aac3f4/original.jpg,0,1,0,20,20,0,10,1,0.00,3.95,,0,0,1,,,,,,,1,0
Loop Colors Fluorescent 400ml,8021025004103,Normaal,Color: LP-410 FLUO YELLOW,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c8e8373e333adf4ecb2749566cc2ad/original.jpg,0,1,0,32,32,0,10,1,0.00,3.95,,0,0,1,,,K2D13,,,,1,0
Loop Colors Fluorescent 400ml,8021025004110,Normaal,Color: LP-411 FLUO ORANGE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f390b1863bcda1b3dd7e3abb89c8aa/original.jpg,0,1,0,8,8,0,10,1,0.00,3.95,,0,0,1,,,K2D14,,,,1,0
Loop Colors Fluorescent 400ml,8021025004127,Normaal,Color: LP-412 FLUO RED,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/bd912fe5970bbfdf2829518ed99da8/original.jpg,0,1,0,81,81,0,10,1,0.00,3.95,,0,0,1,,,K2D15,,,,1,0
Loop Colors Fluorescent 400ml,8021025004134,Normaal,Color: LP-413 FLUO PINK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/dfc239f1d10627418dc54a94c034ec/original.jpg,0,1,0,0,0,0,10,1,0.00,3.95,,0,0,1,,,K2D16,,,,1,0
Loop Colors Fluorescent 400ml,8021025004141,Normaal,Color: LP-414 FLUO GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/95c26c1e86e45a084a3c19add1fba3/original.jpg,0,1,0,17,17,0,10,1,0.00,3.95,,0,0,1,,,K2D17,,,,1,0
Loop Colors Metallic 400ml,8021025004028,Normaal,Color: LP-402 COPPER,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ae0251a5fd11fc09581735aba12c4e/original.jpg,0,1,0,35,35,0,10,1,0.00,3.85,,0,0,1,,,K2D11,,,,1,0
Loop Colors Metallic 400ml,8021025004011,Normaal,Color: LP-401 GOLD,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c05b4bb2ca5b0a39099752cdefee67/original.jpg,0,1,0,40,40,0,10,1,0.00,3.85,,0,0,1,,,K2D10,,,,1,0
Loop Colors Metallic 400ml,8021025004004,Normaal,Color: LP-400 SILVER,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9f1eac08d48bf8dfadbce2d74ce6eb/original.jpg,0,1,0,138,138,0,10,1,0.00,3.85,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550258,Normaal,Color: GROG BOGOTA WHITE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a571ea84bf29668fdb163407e97c10/original.jpg,0,1,0,7,7,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550166,Normaal,Color: GROG DEATH BLACK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/fbb4474518385d7c50e04bdabd42b9/original.jpg,0,1,0,7,7,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440551750,Normaal,Color: GROG FLASH YELLOW,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ccbff1031db68ffeb0bb5039808fec/original.jpg,0,1,0,1,1,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550241,Normaal,Color: GROG SUNRAY YELLOW,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d04e1e44746e1907c2afef0d4f53ab/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550234,Normaal,Color: GROG CLOCKWORK ORANGE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7f5efd87c1c1537a173313ee8caf53/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550227,Normaal,Color: GROG FERRARI RED,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1083261e71c15c3a1e9c7ca918d1e1/original.jpg,0,1,0,0,0,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440551477,Normaal,Color: GROG JELLYFISH FUCHSIA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/48055c49c0f2696b978e90a13a2cfb/original.jpg,0,1,0,2,2,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550173,Normaal,Color: GROG GOLDRAKE PURPLE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8ad7f05066d2b4b5fb1e7e69fbe421/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550203,Normaal,Color: GROG ICEBERG BLUE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8bf2a4e74b9a6295c2b0bdc8bbf5ae/original.jpg,0,1,0,2,2,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440552405,Normaal,Color: GROG MIAMI GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ecdf84036ea47906033eda0b847ef2/original.jpg,0,1,0,1,1,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550265,Normaal,Color: GROG BURNING CHROME,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4df2135a30072884b753df64d4f0d6/original.jpg,0,1,0,6,6,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550197,Normaal,Color: GROG DIVING BLUE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c8694a8e9cb014979b95556f0f4dd2/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550272,Normaal,Color: GROG KLONDIKE GOLD,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/0988ea5c1bd8c007807d01a9035143/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550210,Normaal,Color: GROG OBITORY GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/76a661c542f6c6cf937d2930613f26/original.jpg,0,1,0,3,3,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550180,Normaal,Color: GROG PIGGY PINK,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/47d573dfc2f7d0e961f8f5f42feeb2/original.jpg,0,1,0,1,1,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550302,Normaal,Color: GROG NEON FUCHSIA,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ab22260d42fe08e79ebd1866381311/original.jpg,0,1,0,1,1,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550296,Normaal,Color: GROG NEON GREEN,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b226f11639454d9ad6ce182935e754/original.jpg,0,1,0,1,1,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Grog Squeezer 05mm FMP,8052440550289,Normaal,Color: GROG NEON ORANGE,,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/83582d9f6c87ef453e6cce282cd9f2/original.jpg,0,1,0,0,0,0,10,1,0.00,5.2,,0,0,1,,,,,,,1,0
Loop Water based Markers 10mm,LPM-010.100,Normaal,Color: LP-100 WHITE,,8021025101000,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/dcb0c2aa3797a32c2098300a760391/original.jpg,0,1,0,4,4,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.104,Normaal,Color: LP-104 BLACK,,8021025101048,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/d777030293a46a85b396ee81c8063c/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.400,Normaal,Color: LP-400 SILVER,,8021025104001,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6ad7cdc8a33fa030437c4c9fd56251/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.107,Normaal,Color: LP-107 BARCELONA,,8021025101079,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/2e9905340604b1e1db3ff63a3c1eca/original.jpg,0,1,0,4,4,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.129,Normaal,Color: LP-129 TILBURG,,8021025101291,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c286d3d485d24df171605dfa535356/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.144,Normaal,Color: LP-144 BRIGHTON,,8021025101444,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a4dcbde5403261a619bf81699c423d/original.jpg,0,1,0,7,7,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.154,Normaal,Color: LP-154 LIMERICK,,8021025101543,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/aa08a338e9ba0225f79504f756771f/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.161,Normaal,Color: LP-161 PORTO,,8021025101611,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/b6953a4d21280631e410335832a200/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.188,Normaal,Color: LP-188 OULU,,8021025101888,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/1c981f07223e8a30c4ff6bbf48ee17/original.jpg,0,1,0,4,4,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.191,Normaal,Color: LP-191 MOSS,,8021025101918,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/76dc0d9356e702cac6362d6a1b464b/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.202,Normaal,Color: LP-202 STRASBOURG,,8021025102021,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/18de46b72a475d2d6e963ecc9d930d/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.203,Normaal,Color: LP-203 METS,,8021025102038,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5da71024307a5920d44e558655f47b/original.jpg,0,1,0,1,1,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.205,Normaal,Color: LP-205 LILLE,,8021025102052,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5c093fc9e94d78f69f97b3705b1994/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.251,Normaal,Color: LP-251 MILANO,,8021025102519,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4306983432d6c432dafd8c1b5362c6/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.253,Normaal,Color: LP-253 BRESCIA,,8021025102533,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ecb515644f63959b62952dcb63a9d7/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.261,Normaal,Color: LP-261 FERRARA,,8021025102618,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ba894ab9a041403b56b550d1d0bb28/original.jpg,0,1,0,2,2,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.265,Normaal,Color: LP-265 LUCCA,,8021025102656,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/01d79884cd8d30d000c05706f1994b/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.314,Normaal,Color: LP-314 HAMBURG,,8021025103141,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5df914eab127a0d2147d46209fe174/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.320,Normaal,Color: LP-320 STUTTGART,,8021025103202,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/ed241e24f4a75bfe87a733fd405616/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.322,Normaal,Color: LP-322 MAINZ,,8021025103226,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/7705bba1404c05a2e08d1ff5a2d7fa/original.jpg,0,1,0,3,3,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.359,Normaal,Color: LP-359 TAMPA,,8021025103592,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/46092623e9d97ce46e1fdb3ae521f7/original.jpg,0,1,0,4,4,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 10mm,LPM-010.367,Normaal,Color: LP-367 BALTIMORE,,8021025103677,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9012d4cbb1fbdf39413a4e55384697/original.jpg,0,1,0,4,4,0,10,1,0.00,6,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.100,Normaal,Color: LP-100 WHITE,,8021025041009,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/5e4dab58072a1a06b59a3f9017588e/original.jpg,0,1,0,4,4,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.104,Normaal,Color: LP-104 BLACK,,8021025041047,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a66d78d64364c234a54a4663d4b6af/original.jpg,0,1,0,4,4,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.107,Normaal,Color: LP-107 BARCELONA,8021025041078,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/65304a1e0b2ea11d624143faab6cae/original.jpg,0,1,0,6,6,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.129,Normaal,Color: LP-129 TILBURG,,8021025041290,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/17ab9fc3388fd3b58269e446c798a9/original.jpg,0,1,0,2,2,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.144,Normaal,Color: LP-144 BRIGHTON,,8021025041443,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/606dad0092a50b67ebd7d56ca6d325/original.jpg,0,1,0,3,3,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.154,Normaal,Color: LP-154 LIMERICK,,8021025041542,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c93b8f84f7b8a1c5ff35ffab4659a7/original.jpg,0,1,0,4,4,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.161,Normaal,Color: LP-161 PORTO,,8021025041610,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e82a8ac25356d91dbb0a48b92582c4/original.jpg,0,1,0,5,5,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.188,Normaal,Color: LP-188 OULU,,8021025041887,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/622912862d788810aef3473a5bf2fd/original.jpg,0,1,0,5,5,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.191,Normaal,Color: LP-191 MOSS,,8021025041917,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/26be946a40c7944c336e9a1a0a9ab1/original.jpg,0,1,0,6,6,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.202,Normaal,Color: LP-202 STRASBOURG,,8021025042020,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/826fd7bbddde5d9dfe3d9471418f1e/original.jpg,0,1,0,5,5,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.203,Normaal,Color: LP-203 METS,,8021025042037,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6259dbc9845fc07cad6a235439d53c/original.jpg,0,1,0,6,6,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.205,Normaal,Color: LP-205 LILLE,,8021025042051,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f1d38399e6e73fb9299a081d57e10a/original.jpg,0,1,0,7,7,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.251,Normaal,Color: LP-251 MILANO,,8021025042518,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/aa66e8ca0f2508b15467d491b9c3f4/original.jpg,0,1,0,4,4,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.253,Normaal,Color: LP-253 BRESCIA,,8021025042532,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f773e3ba1ec58a3957255a5c1b714b/original.jpg,0,1,0,6,6,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.261,Normaal,Color: LP-261 FERRARA,,8021025042617,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/80da15281694d44f4e9593dbb6038a/original.jpg,0,1,0,7,7,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.265,Normaal,Color: LP-265 LUCCA,,8021025042655,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/c60a74de12ff545abce99ba54bfdf5/original.jpg,0,1,0,9,9,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.314,Normaal,Color: LP-314 HAMBURG,,8021025043140,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/05bad09c2d45036859fc7561684c9b/original.jpg,0,1,0,8,8,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.320,Normaal,Color: LP-320 STUTTGART,,8021025043201,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/4bc3b6492658eb3c2897e6f4bf9459/original.jpg,0,1,0,8,8,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.322,Normaal,Color: LP-322 MAINZ,,8021025043225,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/333f3dd293b20a1477e7e4939bbc11/original.jpg,0,1,0,8,8,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.359,Normaal,Color: LP-359 TAMPA,,8021025043591,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/48617b70b0bc86ddc95ba1419a81a6/original.jpg,0,1,0,7,7,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.367,Normaal,Color: LP-367 BALTIMORE,,8021025043676,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/451e48d74a9d95b41844290a4759fc/original.jpg,0,1,0,4,4,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 4mm,LPM-004.400,Normaal,Color: LP-400 SILVER,,8021025044000,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a946a041a3325c8c07646f5c4bcfe2/original.jpg,0,1,0,9,9,0,10,1,0.00,3.2,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.100,Normaal,Color: LP-100 WHITE,,8021025021001,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/f07b4f1c845533bae790a4635ac226/original.jpg,0,1,0,5,5,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.104,Normaal,Color: LP-104 BLACK,,8021025021049,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e4c9dc9e30066fd051c635fbd6e954/original.jpg,0,1,0,3,3,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.107,Normaal,Color: LP-107 BARCELONA,8021025021070,,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/e0a4989c221c847dd84c871119f9e1/original.jpg,0,1,0,5,5,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.129,Normaal,Color: LP-129 TILBURG,,8021025021292,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/dfd1fdee5f8462f39fb8e5af493c1b/original.jpg,0,1,0,2,2,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.144,Normaal,Color: LP-144 BRIGHTON,,8021025021445,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/9381e0c12ef4a2760ab05e322de67a/original.jpg,0,1,0,2,2,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.154,Normaal,Color: LP-154 LIMERICK,,8021025021544,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a8d4ea1c1d9dfe69e73f690e2534c3/original.jpg,0,1,0,2,2,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.161,Normaal,Color: LP-161 PORTO,,8021025021612,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/13a8405cb1782824e8947ce886aa54/original.jpg,0,1,0,4,4,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.188,Normaal,Color: LP-188 OULU,,8021025021889,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6d66ffd90a6f885d576b3aeb5a15da/original.jpg,0,1,0,4,4,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.191,Normaal,Color: LP-191 MOSS,,8021025021919,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/a65664b7534e7191181a7ca309ef3c/original.jpg,0,1,0,3,3,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.202,Normaal,Color: LP-202 STRASBOURG,,8021025022022,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/3e868bce173b447ca5d4ca1c1ae1b4/original.jpg,0,1,0,3,3,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.203,Normaal,Color: LP-203 METS,,8021025022039,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/6d7ed1545930a391b6b7bb6e0016d2/original.jpg,0,1,0,2,2,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
Loop Water based Markers 2mm,LPM-002.205,Normaal,Color: LP-205 LILLE,,8021025022053,,0.00,0.00,0.00,0,,,https://s3.eu-central-1.amazonaws.com/goedgepickt/369/8f110f58500f8fad7e341cd0cfc939/original.jpg,0,1,0,1,1,0,10,1,0.00,3,,0,0,1,,,,,NL,,1,0
